iter	Passed	Remaining
299	4411	10292
300	4412	10247
301	4414	10202
302	4415	10157
303	4417	10112
304	4418	10067
305	4419	10023
306	4421	9979
307	4422	9936
308	4452	9955
309	4453	9912
310	4454	9869
311	4456	9826
312	4457	9783
313	4458	9741
314	4460	9699
315	4462	9659
316	4464	9618
317	4536	9728
318	4537	9687
319	4539	9646
320	4540	9605
321	4542	9565
322	4544	9524
323	4551	9495
324	4552	9455
325	4553	9415
326	4583	9434
327	4585	9394
328	4597	9375
329	4598	9336
330	4600	9298
331	4666	9388
332	4667	9349
333	4669	9310
334	4721	9373
335	4723	9334
336	4724	9295
337	4726	9257
338	4741	9245
339	4743	9207
340	4745	9170
341	4746	9132
342	4836	9264
343	4837	9225
344	4839	9187
345	4840	9149
346	4906	9232
347	4907	9195
348	4910	9160
349	4961	9213
350	4969	9188
351	4971	9151
352	4972	9113
353	4973	9075
354	4974	9038
355	4975	9001
356	5081	9151
357	5082	9114
358	5083	9077
359	5175	9201
360	5177	9164
361	5178	9127
362	5180	9090
363	5197	9081
364	5199	9045
365	5204	9016
366	5206	8979
367	5211	8950
368	5213	8914
369	5214	8879
370	5216	8843
371	5298	8944
372	5299	8908
373	5301	8872
374	5324	8873
375	5325	8838
376	5327	8803
377	5386	8863
378	5387	8827
379	5389	8792
380	5445	8846
381	5503	8903
382	5504	8867
383	5546	8897
384	5547	8861
385	5548	8826
386	5550	8791
387	5583	8807
388	5585	8772
389	5586	8738
390	5657	8812
391	5659	8777
392	5668	8755
393	5680	8737
394	5681	8702
395	5732	8744
396	5734	8710
397	5736	8676
398	5737	8642
399	5738	8608
400	5740	8574
401	5753	8558
402	5754	8525
403	5756	8492
404	5757	8459
405	5759	8426
406	5819	8478
407	5820	8445
408	5822	8412
409	5824	8381
410	5884	8433
411	5886	8401
412	5888	8368
413	5889	8336
414	5891	8304
415	6004	8429
416	6006	8397
417	6007	8364
418	6008	8332
419	6010	8300
420	6011	8267
421	6013	8236
422	6015	8205
423	6016	8173
424	6018	8142
425	6019	8111
426	6088	8170
427	6090	8139
428	6092	8109
429	6093	8077
430	6095	8046
431	6096	8016
432	6098	7985
433	6147	8017
434	6148	7986
435	6150	7956
436	6174	7954
437	6176	7924
438	6177	7894
439	6179	7864
440	6180	7833
441	6206	7834
442	6207	7804
443	6213	7780
444	6214	7751
445	6216	7721
446	6217	7692
447	6223	7668
448	6224	7638
449	6226	7610
450	6228	7581
451	6229	7553
452	6231	7524
453	6281	7553
454	6282	7525
455	6283	7496
456	6285	7468
457	6286	7439
458	6287	7411
459	6289	7383
460	6290	7355
461	6292	7327
462	6369	7387
463	6371	7359
464	6394	7356
465	6395	7328
466	6397	7301
467	6398	7273
468	6400	7246
469	6457	7281
470	6458	7254
471	6460	7226
472	6513	7257
473	6515	7230
474	6516	7202
475	6518	7175
476	6575	7209
477	6577	7182
478	6578	7155
479	6632	7184
480	6633	7157
481	6634	7130
482	6679	7149
483	6680	7122
484	6682	7095
485	6683	7068
486	6742	7102
487	6743	7075
488	6745	7048
489	6746	7022
490	6775	7024
491	6777	6997
492	6778	6971
493	6780	6944
494	6781	6918
495	6782	6892
496	6784	6866
497	6785	6839
498	6786	6814
499	6788	6788
500	6789	6762
501	6790	6736
502	6792	6711
503	6793	6685
504	6794	6660
505	6796	6634
506	6797	6609
507	6831	6615
508	6832	6590
509	6903	6633
510	6905	6607
511	6906	6582
512	6977	6623
513	6978	6598
514	6980	6573
515	6981	6548
516	6983	6523
517	6984	6499
518	6985	6474
519	7007	6468
520	7008	6443
521	7009	6418
522	7027	6409
523	7028	6385
524	7030	6360
525	7031	6336
526	7032	6312
527	7034	6288
528	7035	6264
529	7036	6240
530	7038	6216
531	7082	6230
532	7084	6206
533	7085	6183
534	7086	6159
535	7144	6184
536	7197	6205
537	7198	6181
538	7283	6229
539	7284	6205
540	7286	6181
541	7287	6157
542	7288	6134
543	7290	6110
544	7321	6112
545	7326	6092
546	7328	6068
547	7363	6073
548	7365	6050
549	7379	6037
550	7380	6014
551	7382	5991
552	7418	5996
553	7419	5973
554	7421	5950
555	7422	5927
556	7424	5904
557	7431	5886
558	7432	5863
559	7434	5841
560	7435	5818
561	7436	5796
562	7438	5773
563	7447	5757
564	7449	5735
565	7449	5712
566	7451	5690
567	7452	5668
568	7511	5689
569	7513	5668
570	7515	5646
571	7516	5624
572	7529	5611
573	7531	5589
574	7532	5567
575	7534	5545
576	7535	5524
577	7536	5502
578	7538	5481
579	7697	5574
580	7699	5552
581	7701	5531
582	7711	5515
583	7713	5494
584	7714	5472
585	7761	5483
586	7764	5463
587	7766	5441
588	7804	5445
589	7805	5424
590	7807	5402
591	7808	5381
592	7822	5368
593	7831	5353
594	7833	5332
595	7886	5345
596	7887	5324
597	7889	5303
598	7890	5282
599	7892	5261
600	7948	5277
601	7950	5256
602	7951	5235
603	7964	5222
604	7966	5201
605	7967	5180
606	8013	5188
607	8015	5167
608	8016	5146
609	8017	5126
610	8019	5105
611	8020	5085
612	8022	5064
613	8111	5099
614	8113	5078
615	8114	5058
616	8115	5037
617	8127	5023
618	8129	5003
619	8130	4983
620	8131	4962
621	8153	4954
622	8154	4934
623	8156	4915
624	8157	4894
625	8160	4875
626	8161	4855
627	8163	4835
628	8182	4825
629	8183	4806
630	8184	4786
631	8186	4766
632	8187	4747
633	8189	4727
634	8190	4708
635	8192	4688
636	8193	4669
637	8194	4649
638	8201	4633
639	8202	4614
640	8204	4594
641	8272	4612
642	8273	4593
643	8274	4574
644	8276	4555
645	8277	4535
646	8278	4516
647	8280	4497
648	8281	4478
649	8282	4460
650	8284	4441
651	8407	4487
652	8408	4468
653	8409	4449
654	8411	4430
655	8467	4440
656	8468	4421
657	8469	4402
658	8471	4383
659	8472	4364
660	8474	4346
661	8475	4327
662	8476	4308
663	8478	4290
664	8479	4271
665	8516	4271
666	8518	4252
667	8519	4234
668	8520	4215
669	8522	4197
670	8543	4189
671	8545	4170
672	8546	4152
673	8547	4134
674	8549	4116
675	8550	4098
676	8551	4080
677	8553	4062
678	8554	4044
679	8556	4026
680	8557	4008
681	8558	3990
682	8560	3972
683	8561	3955
684	8624	3966
685	8626	3948
686	8627	3930
687	8628	3913
688	8649	3904
689	8650	3886
690	8652	3869
691	8738	3889
692	8739	3871
693	8741	3854
694	8742	3836
695	8744	3819
696	8746	3802
697	8802	3808
698	8804	3791
699	8805	3773
700	8807	3756
701	8871	3765
702	8884	3753
703	8886	3736
704	8933	3738
705	8934	3720
706	8935	3703
707	8968	3698
708	8969	3681
709	8971	3664
710	8992	3655
711	8993	3637
712	9007	3625
713	9031	3617
714	9043	3604
715	9044	3587
716	9045	3570
717	9100	3574
718	9101	3557
719	9103	3540
720	9151	3541
721	9153	3524
722	9154	3507
723	9155	3490
724	9157	3473
725	9248	3490
726	9249	3473
727	9263	3460
728	9264	3444
729	9265	3427
730	9267	3410
731	9268	3393
732	9274	3378
733	9275	3361
734	9399	3388
735	9404	3373
736	9406	3356
737	9407	3339
738	9409	3323
739	9410	3306
740	9462	3307
741	9464	3290
742	9465	3274
743	9509	3272
744	9510	3255
745	9512	3238
746	9611	3255
747	9612	3238
748	9614	3221
749	9615	3205
750	9677	3208
751	9679	3192
752	9680	3175
753	9717	3170
754	9719	3153
755	9721	3137
756	9722	3120
757	9724	3104
758	9725	3088
759	9726	3071
760	9764	3066
761	9765	3050
762	9767	3033
763	9768	3017
764	9769	3001
765	9815	2998
766	9816	2982
767	9818	2965
768	9819	2949
769	9820	2933
770	9858	2928
771	9859	2911
772	9861	2895
773	9862	2879
774	9863	2863
775	9873	2850
776	9874	2834
777	9876	2818
778	9877	2802
779	9878	2786
780	9916	2780
781	9917	2764
782	9918	2748
783	9920	2733
784	9921	2717
785	9922	2701
786	9924	2685
787	9925	2670
788	9926	2654
789	9928	2639
790	9929	2623
791	9931	2608
792	9932	2592
793	9933	2577
794	9935	2561
795	9936	2546
796	9937	2531
797	9938	2515
798	9940	2500
799	9941	2485
800	9942	2470
801	9948	2456
802	9949	2441
803	9951	2425
804	9952	2410
805	9954	2395
806	9955	2380
807	9956	2365
808	9958	2351
809	9959	2336
810	9961	2321
811	9978	2310
812	9980	2295
813	9981	2280
814	9982	2266
815	9984	2251
816	9985	2236
817	9986	2221
818	9988	2207
819	9989	2192
820	10024	2185
821	10026	2171
822	10028	2156
823	10039	2144
824	10040	2129
825	10042	2115
826	10097	2112
827	10098	2097
828	10100	2083
829	10101	2069
830	10103	2054
831	10159	2051
832	10161	2037
833	10162	2022
834	10164	2008
835	10169	1994
836	10171	1980
837	10172	1966
838	10213	1959
839	10214	1945
840	10216	1931
841	10217	1917
842	10218	1903
843	10289	1901
844	10290	1887
845	10293	1873
846	10318	1863
847	10320	1849
848	10321	1835
849	10323	1821
850	10324	1807
851	10334	1795
852	10335	1781
853	10337	1767
854	10364	1757
855	10365	1743
856	10367	1729
857	10369	1716
858	10462	1717
859	10464	1703
860	10465	1689
861	10467	1675
862	10484	1664
863	10485	1650
864	10487	1636
865	10488	1622
866	10538	1616
867	10539	1602
868	10540	1589
869	10549	1576
870	10550	1562
871	10552	1548
872	10553	1535
873	10554	1521
874	10556	1508
875	10581	1497
876	10583	1484
877	10584	1470
878	10586	1457
879	10587	1443
880	10624	1435
881	10633	1422
882	10634	1409
883	10635	1395
884	10636	1382
885	10637	1368
886	10639	1355
887	10641	1342
888	10646	1329
889	10648	1316
890	10657	1303
891	10659	1290
892	10660	1277
893	10661	1264
894	10703	1255
895	10705	1242
896	10706	1229
897	10707	1216
898	10709	1203
899	10734	1192
900	10750	1181
901	10751	1168
902	10752	1155
903	10754	1142
904	10755	1129
905	10757	1116
906	10758	1103
907	10796	1093
908	10797	1080
909	10799	1068
910	10800	1055
911	10801	1042
912	10803	1029
913	10846	1020
914	10848	1007
915	10849	994
916	10850	982
917	10851	969
918	10873	958
919	10874	945
920	10876	932
921	10877	920
922	10998	917
923	10999	904
924	11000	891
925	11002	879
926	11003	866
927	11005	853
928	11006	841
929	11007	828
930	11009	815
931	11010	803
932	11011	790
933	11013	778
934	11015	765
935	11048	755
936	11050	742
937	11055	730
938	11056	718
939	11058	705
940	11059	693
941	11061	681
942	11062	668
943	11063	656
944	11065	644
945	11092	633
946	11094	620
947	11095	608
948	11096	596
949	11110	584
950	11190	576
951	11197	564
952	11198	552
953	11200	540
954	11201	527
955	11202	515
956	11204	503
957	11205	491
958	11206	479
959	11208	467
960	11229	455
961	11231	443
962	11232	431
963	11238	419
964	11239	407
965	11240	395
966	11249	383
967	11251	371
968	11260	360
969	11262	348
970	11263	336
971	11277	324
972	11284	313
973	11404	304
974	11405	292
975	11407	280
976	11409	268
977	11419	256
978	11421	244
979	11422	233
980	11441	221
981	11443	209
982	11444	197
983	11445	186
984	11447	174
985	11456	162
986	11520	151
987	11521	139
988	11523	128
989	11542	116
990	11544	104
991	11545	93
992	11557	81
993	11558	69
994	11568	58
995	11569	46
996	11571	34
997	11596	23
998	11597	11
999	11598	0
