iter	Logloss
229	0.3002146262
230	0.2994707249
231	0.2984981184
232	0.2978266963
233	0.2970052648
234	0.2964821568
235	0.2955852085
236	0.2950088006
237	0.294143094
238	0.293575746
239	0.2928518189
240	0.2923629902
241	0.2921845471
242	0.2913038819
243	0.2904899738
244	0.2896828298
245	0.2891837226
246	0.2886365078
247	0.2880607534
248	0.2873395814
249	0.2867841721
250	0.2863102312
251	0.2857067673
252	0.285161248
253	0.2847905159
254	0.2843436135
255	0.2837831886
256	0.2830471109
257	0.2824466847
258	0.2816358142
259	0.2806919946
260	0.27996148
261	0.2793956333
262	0.2787911804
263	0.2783366133
264	0.2777285046
265	0.2772728955
266	0.2767774794
267	0.276068864
268	0.2755651474
269	0.2748895928
270	0.27404273
271	0.2735551905
272	0.2729479295
273	0.2725283128
274	0.271687384
275	0.2715226809
276	0.270963192
277	0.2703582976
278	0.2701147927
279	0.2696054953
280	0.2691628138
281	0.2685676857
282	0.2680771792
283	0.2675775422
284	0.2669639941
285	0.2662706552
286	0.2657581965
287	0.2652537028
288	0.2647077419
289	0.264254729
290	0.2638257345
291	0.2631443165
292	0.2624222791
293	0.2620139652
294	0.2616057926
295	0.2612147155
296	0.2607898359
297	0.2603907055
298	0.2598772579
299	0.2593834842
300	0.2586780831
301	0.2580845444
302	0.2572791488
303	0.2567203663
304	0.2562287649
305	0.2556843934
306	0.2553307215
307	0.2550026399
308	0.2545756764
309	0.2539436905
310	0.2533405975
311	0.2526946951
312	0.2520894121
313	0.2515304354
314	0.2511845341
315	0.2504979946
316	0.250136658
317	0.2498491605
318	0.2494793468
319	0.2490150664
320	0.248518308
321	0.2481436553
322	0.2476242383
323	0.2470024957
324	0.2464110586
325	0.2458652214
326	0.2454072105
327	0.2450001151
328	0.2444923895
329	0.2441472654
330	0.2436216142
331	0.2433792397
332	0.2426986694
333	0.2422338062
334	0.2417689429
335	0.2412308234
336	0.2408147741
337	0.2401438819
338	0.2396443508
339	0.2390981427
340	0.2385612947
341	0.2382356502
342	0.237839222
343	0.2374193933
344	0.2371169196
345	0.2366535929
346	0.236314597
347	0.2359127469
348	0.2354240947
349	0.2350371679
350	0.2346750542
351	0.2341688827
352	0.2337215918
353	0.2336384455
354	0.2331302608
355	0.2325990112
356	0.2319649237
357	0.2315892643
358	0.2311661332
359	0.2307670381
360	0.230221713
361	0.2299137469
362	0.2294636832
363	0.2289771327
364	0.2284998541
365	0.228116477
366	0.2274298138
367	0.2270992597
368	0.2267641845
369	0.2263869356
370	0.2258947514
371	0.2258315969
372	0.2252028783
373	0.2250698761
374	0.2247033296
375	0.2240534005
376	0.2236658379
377	0.2234139972
378	0.2231228617
379	0.2228661643
380	0.2223051566
381	0.2222546648
382	0.221825635
383	0.2214404919
384	0.2212267628
385	0.2207194787
386	0.2202570173
387	0.2199264809
388	0.2195658507
389	0.2191449625
390	0.2187315093
391	0.2184139887
392	0.2180783307
393	0.2174898607
394	0.2171182986
395	0.2165607523
396	0.2160837032
397	0.2156153078
398	0.2152664043
399	0.2149196554
400	0.2145133372
401	0.2140970053
402	0.2137659567
403	0.2133767693
404	0.2129048595
405	0.212572398
406	0.2125465075
407	0.212275717
408	0.2120135625
409	0.2117160161
410	0.211264575
411	0.210896386
412	0.2105786535
413	0.2102622986
414	0.2100152793
415	0.2098443067
416	0.2094641615
417	0.209062329
418	0.2087428305
419	0.2083985011
420	0.208153654
421	0.2077190611
422	0.2072771214
423	0.2069383551
424	0.2065681881
425	0.2061963081
426	0.2058198364
427	0.2054115931
428	0.2051364581
429	0.204692717
430	0.2042750253
431	0.2040086676
432	0.2036527704
433	0.203385671
434	0.2030463925
435	0.2027633102
436	0.2023445589
437	0.2021464595
438	0.2018235171
439	0.2016360318
440	0.2012349941
441	0.2009679123
442	0.200638047
443	0.2002209204
444	0.2000616215
445	0.1997993434
446	0.199444347
447	0.1992108027
448	0.1989179011
449	0.1984669367
450	0.1981097857
451	0.1977320071
452	0.1974947188
453	0.197196413
454	0.1968634747
455	0.1965306953
456	0.1962403898
457	0.1959719481
458	0.1956800355
459	0.1953434768
460	0.195045118
461	0.1948393009
462	0.1946116553
463	0.194406792
464	0.1940519898
465	0.1937207293
466	0.1935702606
467	0.1934292052
468	0.1931265725
469	0.1928319578
470	0.1924362006
471	0.192156774
472	0.1918508388
473	0.1915735669
474	0.1912850627
475	0.191024692
476	0.1906302417
477	0.1903563252
478	0.1899435608
479	0.1895344346
480	0.1890997533
481	0.1887135329
482	0.1885626051
483	0.1883449554
484	0.1880984483
485	0.1878751472
486	0.1876549014
487	0.1874701712
488	0.1870092109
489	0.1866680428
490	0.1862157716
491	0.1858469822
492	0.1854123363
493	0.1851315322
494	0.1849324085
495	0.1847378236
496	0.1844891972
497	0.1841985385
498	0.1839350418
499	0.18372073
500	0.1835327148
501	0.1832581449
502	0.1831004178
503	0.1829478123
504	0.1827681506
505	0.1826629462
506	0.1824074145
507	0.1820159135
508	0.1817060223
509	0.1815270495
510	0.1812265714
511	0.1808749658
512	0.1806069127
513	0.1804027557
514	0.1799584495
515	0.1796786697
516	0.1793228962
517	0.1789825934
518	0.1786666446
519	0.1783542986
520	0.1783236044
521	0.1780732826
522	0.1778954753
523	0.1775514108
524	0.177272673
525	0.1769396994
526	0.1767578478
527	0.1764248742
528	0.1762120282
529	0.1760304945
530	0.1757974978
531	0.1754076922
532	0.175024845
533	0.1747786027
534	0.1744822749
535	0.1742645899
536	0.1739819138
537	0.1736644286
538	0.1734634505
539	0.1731517933
540	0.1728907691
541	0.1726273078
542	0.1723929335
543	0.1721808292
544	0.1718959102
545	0.1717151712
546	0.1714511094
547	0.1712309873
548	0.1708827195
549	0.1706857328
550	0.1704644627
551	0.170169848
552	0.1700241301
553	0.169874156
554	0.1695458624
555	0.1691953341
556	0.1690293771
557	0.1686357216
558	0.1684823919
559	0.1682150452
560	0.1681247994
561	0.1679787106
562	0.1677483099
563	0.1675787855
564	0.1672587748
565	0.1672408492
566	0.1670464233
567	0.1667398347
568	0.1664282128
569	0.1662732407
570	0.1660675473
571	0.1656715958
572	0.1654181657
573	0.1651690271
574	0.164916533
575	0.1646395259
576	0.1644329672
577	0.1642433272
578	0.1639930584
579	0.1637223562
580	0.1635505888
581	0.1632881165
582	0.1630536892
583	0.1629304003
584	0.1627189672
585	0.1624936351
586	0.1621978724
587	0.1620022809
588	0.1617984772
589	0.1616496333
590	0.1614292816
591	0.1612746804
592	0.161100052
593	0.1607724472
594	0.1605513184
595	0.1602399967
596	0.1599799615
597	0.1597717073
598	0.1595635591
599	0.1593409997
600	0.1591332047
601	0.1588835363
602	0.1586177437
603	0.1584310532
604	0.1581593266
605	0.1579163163
606	0.1575795633
607	0.1573817995
608	0.1570711312
609	0.1569584387
610	0.1568358563
611	0.1566579077
612	0.1564904319
613	0.1563682203
614	0.1561339696
615	0.155922042
616	0.1557745757
617	0.1556147823
618	0.1552787534
619	0.1551418658
620	0.1549850217
621	0.1547641578
622	0.1545502345
623	0.1543616366
624	0.1542790024
625	0.1540113202
626	0.1537513733
627	0.153397931
628	0.1531045349
629	0.1529934495
630	0.1527902285
631	0.1526584449
632	0.1524836046
633	0.1522413183
634	0.1520179466
635	0.1518645287
636	0.1515957161
637	0.1513278749
638	0.1511047681
639	0.1510510268
640	0.1509053266
641	0.1507083575
642	0.1503932564
643	0.1503695382
644	0.1502375779
645	0.1499129225
646	0.1497098781
647	0.1494551058
648	0.1493780701
649	0.1492612274
650	0.1490124243
651	0.1488588121
652	0.1487102155
653	0.1485300064
654	0.1483650208
655	0.1482213338
656	0.1480932236
657	0.1479310813
658	0.1478194572
659	0.1475993086
660	0.1474182429
661	0.1472201701
662	0.1470264682
663	0.1468767678
664	0.1468327222
665	0.1465813672
666	0.1463965663
667	0.1462255231
668	0.1460152026
669	0.1457846606
670	0.1456174762
671	0.145452782
672	0.1453018895
673	0.1449948682
674	0.1447671961
675	0.1445000966
676	0.1444077492
677	0.1442815639
678	0.1441422568
679	0.1440170606
680	0.1438567197
681	0.1435357465
682	0.1433489058
683	0.1431427885
684	0.1429505083
685	0.1428599358
686	0.1427208053
687	0.1424796758
688	0.1422713598
689	0.1421117076
690	0.1417675813
691	0.1415156435
692	0.1413401674
693	0.1410767679
694	0.1409072699
695	0.1406940266
696	0.1405149566
697	0.1402928564
698	0.1401623443
699	0.1399878219
700	0.1397655187
701	0.1396502036
702	0.1394826041
703	0.1393619908
704	0.1391871594
705	0.1390879772
706	0.1389444757
707	0.1388022105
708	0.1385530896
709	0.1383136908
710	0.1381362809
711	0.1380117823
712	0.1377989804
713	0.1375983115
714	0.1373670896
715	0.137225725
716	0.1370014261
717	0.1368926543
718	0.1367893925
719	0.1365964236
720	0.136407287
721	0.1362442264
722	0.1361328496
723	0.1359576914
724	0.1358065782
725	0.1356121169
726	0.1354345746
727	0.1352724764
728	0.135226232
729	0.1351228997
730	0.1349303634
731	0.1348079046
732	0.1347339153
733	0.1345912615
734	0.1343213629
735	0.1341832126
736	0.1339914446
737	0.1338837235
738	0.1337073467
739	0.1335011853
740	0.1333407119
741	0.1331793732
742	0.1330303174
743	0.1328888293
744	0.1327328594
745	0.1326032568
746	0.1324312775
747	0.1322634308
748	0.1321025248
749	0.1319211589
750	0.1317207107
751	0.1314918377
752	0.1313337573
753	0.1312340807
754	0.1311276136
755	0.1309597581
756	0.1308589247
757	0.1306844111
758	0.130575233
759	0.1304249587
760	0.1303261563
761	0.1302046599
762	0.1300718519
763	0.1299006851
764	0.1297043871
765	0.1296146976
766	0.1294889538
767	0.1294179934
768	0.1292225608
769	0.1291377368
770	0.1289066032
771	0.1287154445
772	0.1285584591
773	0.1284122644
774	0.1283463019
775	0.1282379892
776	0.1280441814
777	0.1278786571
778	0.1277407629
779	0.1275726601
780	0.1275423015
781	0.1273584101
782	0.1272290106
783	0.1271202564
784	0.1269715009
785	0.1267991949
786	0.1266396487
787	0.1265574385
788	0.1263772735
789	0.1262554416
790	0.1261301041
791	0.1259973579
792	0.1258514634
793	0.1257826399
794	0.1255664296
795	0.125385408
796	0.1253711912
797	0.1252223651
798	0.1250431803
799	0.1248759605
800	0.1247232578
801	0.1245395696
802	0.1244003331
803	0.124196132
804	0.1240303428
805	0.1239561152
806	0.123837886
807	0.123742757
808	0.1236533059
809	0.123537929
810	0.1234119821
811	0.1233170386
812	0.1232439765
813	0.1230742225
814	0.1228371373
815	0.1226510472
816	0.1225798483
817	0.1224685952
818	0.1223023909
819	0.1221712342
820	0.1219522423
821	0.1218364327
822	0.1216991831
823	0.1215371556
824	0.1214411524
825	0.1212109548
826	0.1211508645
827	0.1209946385
828	0.1209358463
829	0.1207734037
830	0.1205402304
831	0.1203618933
832	0.1202137823
833	0.1201445791
834	0.1199561755
835	0.11983203
836	0.1196881224
837	0.1195572571
838	0.119466658
839	0.1191942868
840	0.1190565074
841	0.118908944
842	0.1186496417
843	0.1184969831
844	0.1183345759
845	0.1182257334
846	0.1180530742
847	0.117880521
848	0.1177767294
849	0.1176616351
850	0.1174898324
851	0.1173854051
852	0.1171469512
853	0.1169597661
854	0.1168307022
855	0.1166810813
856	0.1165710555
857	0.1164212315
858	0.1162647583
859	0.1160521949
860	0.11598006
861	0.1158811516
862	0.1157422154
863	0.1155992791
864	0.1153847377
865	0.115271118
866	0.115157145
867	0.1149420915
868	0.1149112119
869	0.1147114789
870	0.1145349609
871	0.1143887661
872	0.1141518575
873	0.1139876313
874	0.1138862327
875	0.1137225186
876	0.1135824345
877	0.1134983875
878	0.1133560251
879	0.1132527987
880	0.1131279557
881	0.1129785997
882	0.112842604
883	0.1127930306
884	0.1125838138
885	0.1124776293
886	0.1123645571
887	0.1122030329
888	0.1120228326
889	0.1119046741
890	0.111778118
891	0.1116888435
892	0.1116070659
893	0.1114848543
894	0.1114013372
895	0.1112781807
896	0.1110926381
897	0.1109667354
898	0.1106734806
899	0.1106234303
900	0.1104475127
901	0.1102811407
902	0.1101240582
903	0.1100617515
904	0.1099832853
905	0.1098197036
906	0.1096891121
907	0.1095116933
908	0.1094193459
909	0.1093465134
910	0.1092431192
911	0.1091334202
912	0.1090143345
913	0.1089465
914	0.1087223159
915	0.1086068507
916	0.1085615953
917	0.1084610091
918	0.1083182229
919	0.1082515893
920	0.108042611
921	0.1079562064
922	0.1077732069
923	0.1077577626
924	0.1076305089
925	0.1075617826
926	0.1074897801
927	0.1073707121
928	0.1072868859
929	0.1071639326
930	0.1070517257
931	0.1070191065
932	0.106882634
933	0.1067972713
934	0.1066970472
935	0.1066097418
936	0.1064899144
937	0.1063642502
938	0.106271161
939	0.1060393651
940	0.1059335338
941	0.1058414954
942	0.1057405295
943	0.1055658305
944	0.1054786576
945	0.1053939395
946	0.1052897065
947	0.105120394
948	0.105060648
949	0.1049957364
950	0.1049293324
951	0.1048743725
952	0.1047128836
953	0.1046059573
954	0.1045525869
955	0.1044104011
956	0.1042464927
957	0.1041174465
958	0.1040141759
959	0.1039255019
960	0.1037962437
961	0.1036334744
962	0.103494494
963	0.1034117981
964	0.1033379237
965	0.1033256672
966	0.1032029788
967	0.1030356972
968	0.1029282234
969	0.1028596384
970	0.1027448266
971	0.1026657511
972	0.1025771123
973	0.1024659475
974	0.1023905277
975	0.1022810759
976	0.1022204117
977	0.1020844424
978	0.101988192
979	0.1018586689
980	0.1018028083
981	0.1017118825
982	0.1016483572
983	0.1016255838
984	0.101392172
985	0.1013218738
986	0.1012069561
987	0.1010656092
988	0.1009497113
989	0.1008439947
990	0.1007426227
991	0.1006864
992	0.1006168789
993	0.1005104471
994	0.1003773389
995	0.1002533701
996	0.1001370395
997	0.1000591826
998	0.09996729427
999	0.09989012612
